Date	Domain	BytesIn	BytesOut	Pass/Block FlagSet
2023-11-13 17:34:56	philocalist.net	19656	6003	PASS	QPSDHK
2023-11-13 17:35:02	Diantha.org	0	0	BLOCK	HIKGSA
2023-11-13 17:35:09	jocuma.net	0	0	BLOCK	GQFHOM
2023-11-13 17:35:11	anarcotin.net	21280	12236	PASS	PVJTJV
2023-11-13 17:35:13	Norty.org	0	0	BLOCK	KGQHTK
2023-11-13 17:35:18	Admete.net	0	0	BLOCK	XFNQRW
2023-11-13 17:35:20	keraunographic.org	15061	9101	PASS	LUYTJG
2023-11-13 17:35:22	Norty.org	8022	677	PASS	IQDDLG
2023-11-13 17:35:25	unseeingly.com	14751	2491	PASS	TKEOJF
2023-11-13 17:35:29	keraunographic.org	0	0	BLOCK	ICCPUA
2023-11-13 17:35:33	privado.net	0	0	BLOCK	ZIOIHE
2023-11-13 17:35:37	dynamitist.net	21386	8041	PASS	XVBKKV
2023-11-13 17:35:43	Admete.net	11571	1683	PASS	ZQTCGB
2023-11-13 17:35:48	idiomorphically.com	0	0	BLOCK	ORJGJY
2023-11-13 17:35:52	philocalist.net	11760	7664	PASS	MYNCUS
2023-11-13 17:35:56	Admete.net	0	0	BLOCK	NUZQQK
2023-11-13 17:35:57	enlivenments.net	0	0	BLOCK	IPGPIK
2023-11-13 17:36:04	philocalist.net	0	0	BLOCK	MWUFQD
2023-11-13 17:36:06	twittle-twattle.com	9079	5994	PASS	DEJOLA
2023-11-13 17:36:09	enlivenments.net	0	0	BLOCK	LICSXX
2023-11-13 17:36:16	Admete.net	0	0	BLOCK	ORHNNV
2023-11-13 17:36:23	unseeingly.com	0	0	BLOCK	GOKCTU
2023-11-13 17:36:25	dynamitist.net	0	0	BLOCK	CHSYSL
2023-11-13 17:36:32	idiomorphically.com	9018	12406	PASS	XQSFSY
2023-11-13 17:36:36	dynamitist.net	0	0	BLOCK	HSEAYE
2023-11-13 17:36:40	Norty.org	0	0	BLOCK	YDPMBC
2023-11-13 17:36:46	Norty.org	5065	4953	PASS	UYYYAM
2023-11-13 17:36:51	keraunographic.org	0	0	BLOCK	OOWYZV
2023-11-13 17:36:54	blew.com	0	0	BLOCK	EUWGUW
2023-11-13 17:36:56	privado.net	17681	156	PASS	NAELZJ
2023-11-13 17:37:03	unseeingly.com	17836	3462	PASS	ZWFXIA
2023-11-13 17:37:05	dynamitist.net	6216	6534	PASS	CGHLXV
2023-11-13 17:37:08	privado.net	982	2134	PASS	RMCZAZ
2023-11-13 17:37:09	causeuses.com	0	0	BLOCK	BJXWEZ
2023-11-13 17:37:10	bubbliness.net	0	0	BLOCK	XNMDXH
2023-11-13 17:37:11	jocuma.net	0	0	BLOCK	KBBVVI
2023-11-13 17:37:15	cooperated.org	0	0	BLOCK	RGTBIC
2023-11-13 17:37:16	cooperated.org	0	0	BLOCK	FQIOQP
2023-11-13 17:37:20	unfuelled.org	0	0	BLOCK	HINYPE
2023-11-13 17:37:24	twittle-twattle.com	5004	7792	PASS	NDBBAD
2023-11-13 17:37:30	dynamitist.net	0	0	BLOCK	KYRZAC
2023-11-13 17:37:37	cooperated.org	22761	7559	PASS	EYJEZG
2023-11-13 17:37:41	philocalist.net	2761	11673	PASS	DOUBSB
2023-11-13 17:37:47	bubbliness.net	0	0	BLOCK	DCZIGS
2023-11-13 17:37:48	twittle-twattle.com	0	0	BLOCK	QWXFPQ
2023-11-13 17:37:54	unseeingly.com	21359	6410	PASS	DNXUPE
2023-11-13 17:37:57	Norty.org	8150	5924	PASS	AETZZH
2023-11-13 17:38:00	obfuscator.net	5907	9804	PASS	WOFHRF
2023-11-13 17:38:03	unseeingly.com	0	0	BLOCK	ELEXLW
2023-11-13 17:38:09	enlivenments.net	922	4973	PASS	EREKHQ
2023-11-13 17:38:14	unseeingly.com	10238	12193	PASS	RXFNYR
2023-11-13 17:38:21	dynamitist.net	5408	10667	PASS	LVYCXN
2023-11-13 17:38:26	Admete.net	0	0	BLOCK	TFIMBH
2023-11-13 17:38:29	Admete.net	0	0	BLOCK	SOBIFX
2023-11-13 17:38:33	Diantha.org	0	0	BLOCK	NQXVMT
2023-11-13 17:38:35	Norty.org	17870	12446	PASS	SCRDMZ
2023-11-13 17:38:39	idiomorphically.com	0	0	BLOCK	YQBTYB
2023-11-13 17:38:45	cooperated.org	0	0	BLOCK	OSTXJH
2023-11-13 17:38:51	privado.net	0	0	BLOCK	QZDYOM
2023-11-13 17:38:55	bubbliness.net	12764	3412	PASS	NVJIQL
2023-11-13 17:38:59	Diantha.org	19494	5225	PASS	YPJTPK
2023-11-13 17:39:04	privado.net	0	0	BLOCK	NHHVZF
2023-11-13 17:39:10	privado.net	17311	2693	PASS	UOMJTR
2023-11-13 17:39:11	obfuscator.net	0	0	BLOCK	DBHPQA
2023-11-13 17:39:12	unfuelled.org	16314	4418	PASS	FVYIMG
2023-11-13 17:39:19	unseeingly.com	0	0	BLOCK	TWOLOE
2023-11-13 17:39:24	dynamitist.net	16503	10399	PASS	RDSHZX
2023-11-13 17:39:27	privado.net	0	0	BLOCK	IPUMLF
2023-11-13 17:39:34	anarcotin.net	21166	1933	PASS	BKDFSM
2023-11-13 17:39:37	obfuscator.net	15528	8112	PASS	LYBZFG
2023-11-13 17:39:41	Diantha.org	0	0	BLOCK	EJGVDM
2023-11-13 17:39:48	privado.net	3161	12478	PASS	SSRUMJ
2023-11-13 17:39:52	philocalist.net	7896	4287	PASS	STPBJF
2023-11-13 17:39:59	philocalist.net	0	0	BLOCK	AOQXCN
2023-11-13 17:40:05	cooperated.org	0	0	BLOCK	UFFTJS
2023-11-13 17:40:09	obfuscator.net	0	0	BLOCK	NTQZXJ
2023-11-13 17:40:15	jocuma.net	2413	317	PASS	OWHAFR
2023-11-13 17:40:19	Norty.org	4158	10753	PASS	HLGWAA
2023-11-13 17:40:20	dynamitist.net	12881	9118	PASS	KQQYAB
2023-11-13 17:40:27	jocuma.net	16027	7250	PASS	WYIWZF
2023-11-13 17:40:29	enlivenments.net	0	0	BLOCK	PPCGNB
2023-11-13 17:40:31	jocuma.net	0	0	BLOCK	OBOURA
2023-11-13 17:40:36	Loring.com	19456	481	PASS	BHQXBC
2023-11-13 17:40:38	philocalist.net	0	0	BLOCK	EFWZIM
2023-11-13 17:40:41	dynamitist.net	0	0	BLOCK	VUXPSW
2023-11-13 17:40:43	Admete.net	0	0	BLOCK	ZUWSET
2023-11-13 17:40:46	Loring.com	21948	9623	PASS	YTAFWW
2023-11-13 17:40:51	Norty.org	0	0	BLOCK	IOCMCO
2023-11-13 17:40:58	twittle-twattle.com	20951	11348	PASS	CALDJM
2023-11-13 17:41:01	causeuses.com	0	0	BLOCK	YJKPAR
2023-11-13 17:41:03	Norty.org	0	0	BLOCK	HRVPFD
2023-11-13 17:41:04	unseeingly.com	4845	12299	PASS	XNATBD
2023-11-13 17:41:06	philocalist.net	11574	659	PASS	IGALGB
2023-11-13 17:41:09	Norty.org	0	0	BLOCK	EYRFQW
2023-11-13 17:41:11	Loring.com	0	0	BLOCK	WYLFEB
2023-11-13 17:41:14	Admete.net	18209	2636	PASS	USYZHR
2023-11-13 17:41:20	enlivenments.net	0	0	BLOCK	ZOWFPZ
2023-11-13 17:41:27	cooperated.org	0	0	BLOCK	LLKNFC
2023-11-13 17:41:29	enlivenments.net	0	0	BLOCK	BJLMIU
2023-11-13 17:41:30	Admete.net	0	0	BLOCK	HJTHJQ
2023-11-13 17:41:35	jocuma.net	0	0	BLOCK	ZTGRRF
2023-11-13 17:41:41	blew.com	21389	13325	PASS	ZFCLKV
2023-11-13 17:41:43	idiomorphically.com	0	0	BLOCK	MSBITN
2023-11-13 17:41:48	philocalist.net	1046	8151	PASS	GRTXSI
2023-11-13 17:41:52	blew.com	0	0	BLOCK	OADHWD
2023-11-13 17:41:53	bubbliness.net	11420	7235	PASS	WDASJK
2023-11-13 17:41:59	philocalist.net	10173	9390	PASS	HOBBOT
2023-11-13 17:42:06	unfuelled.org	0	0	BLOCK	MZHUIN
2023-11-13 17:42:09	anarcotin.net	0	0	BLOCK	WOUWVA
2023-11-13 17:42:12	unseeingly.com	0	0	BLOCK	VALJXY
2023-11-13 17:42:17	enlivenments.net	0	0	BLOCK	GAQOON
2023-11-13 17:42:22	causeuses.com	10921	8097	PASS	LKSNPL
2023-11-13 17:42:29	Admete.net	1484	248	PASS	LVRMTY
2023-11-13 17:42:34	bubbliness.net	0	0	BLOCK	JXBHVF
2023-11-13 17:42:40	philocalist.net	14660	11511	PASS	PLVTFW
2023-11-13 17:42:41	Admete.net	3040	4702	PASS	SCDIUK
2023-11-13 17:42:48	bubbliness.net	21140	302	PASS	OIYWWV
2023-11-13 17:42:55	privado.net	0	0	BLOCK	QGTMUW
2023-11-13 17:43:02	Diantha.org	0	0	BLOCK	NCUSNX
2023-11-13 17:43:07	unseeingly.com	0	0	BLOCK	ZRRKDR
2023-11-13 17:43:08	philocalist.net	14633	3572	PASS	IKXRQN
2023-11-13 17:43:15	jocuma.net	0	0	BLOCK	RDGEKM
2023-11-13 17:43:21	idiomorphically.com	4475	4955	PASS	LAIRBL
2023-11-13 17:43:24	causeuses.com	17375	12284	PASS	XZSOSH
2023-11-13 17:43:27	dynamitist.net	16235	10244	PASS	RDLHZQ
2023-11-13 17:43:32	Diantha.org	14584	9525	PASS	EPVPIW
2023-11-13 17:43:34	unseeingly.com	18727	5933	PASS	NPCPUR
2023-11-13 17:43:35	anarcotin.net	0	0	BLOCK	VIECIQ
2023-11-13 17:43:42	twittle-twattle.com	2372	3742	PASS	QFGWGJ
2023-11-13 17:43:46	enlivenments.net	21469	1191	PASS	BEPTWM
2023-11-13 17:43:51	obfuscator.net	0	0	BLOCK	CDZLTP
2023-11-13 17:43:54	Diantha.org	0	0	BLOCK	KYAHFX
2023-11-13 17:43:56	philocalist.net	0	0	BLOCK	EIOCMC
2023-11-13 17:44:00	bubbliness.net	0	0	BLOCK	XDAJAM
2023-11-13 17:44:02	philocalist.net	11250	5412	PASS	YGKKPB
2023-11-13 17:44:09	idiomorphically.com	0	0	BLOCK	EHRVQG
2023-11-13 17:44:10	causeuses.com	2870	2880	PASS	BFNAAI
2023-11-13 17:44:11	enlivenments.net	627	6760	PASS	QPGBLG
2023-11-13 17:44:12	jocuma.net	12745	2826	PASS	YYMQXL
2023-11-13 17:44:18	anarcotin.net	20472	2915	PASS	FEBKJU
2023-11-13 17:44:20	Admete.net	12436	6096	PASS	AALMQC
2023-11-13 17:44:26	bubbliness.net	14180	3078	PASS	SWRHEF
2023-11-13 17:44:28	Diantha.org	22904	11324	PASS	OCUCEG
2023-11-13 17:44:29	Loring.com	0	0	BLOCK	SKICMH
2023-11-13 17:44:30	cooperated.org	13931	3509	PASS	ATGSYF
2023-11-13 17:44:37	blew.com	21657	26	PASS	HFCLKV
2023-11-13 17:44:39	dynamitist.net	0	0	BLOCK	UZBITU
2023-11-13 17:44:46	causeuses.com	1314	8306	PASS	HRAYSI
2023-11-13 17:44:50	blew.com	0	0	BLOCK	PHEHWD
2023-11-13 17:44:51	bubbliness.net	11688	7389	PASS	WEASJK
2023-11-13 17:44:57	causeuses.com	10442	9545	PASS	IOIBPA
2023-11-13 17:45:04	Norty.org	0	0	BLOCK	NGIVIN
2023-11-13 17:45:07	twittle-twattle.com	0	0	BLOCK	DOBXVB
2023-11-13 17:45:10	enlivenments.net	0	0	BLOCK	VAMJYZ
2023-11-13 17:45:15	enlivenments.net	0	0	BLOCK	GBQVVU
2023-11-13 17:45:22	Norty.org	11189	8252	PASS	LLTVWS
2023-11-13 17:45:24	Admete.net	7949	402	PASS	SDRTAY
2023-11-13 17:45:29	bubbliness.net	0	0	BLOCK	JXBHWF
2023-11-13 17:45:35	bubbliness.net	14928	1785	PASS	PMVNYQ
2023-11-13 17:45:41	unfuelled.org	0	0	BLOCK	CKSWWB
2023-11-13 17:45:45	philocalist.net	23092	278	PASS	TDHCSP
2023-11-13 17:45:50	Admete.net	0	0	BLOCK	KNRZMM
2023-11-13 17:45:56	Admete.net	0	0	BLOCK	MZNDCT
2023-11-13 17:46:00	twittle-twattle.com	0	0	BLOCK	OVARRL
2023-11-13 17:46:04	Loring.com	0	0	BLOCK	JXHWIR
2023-11-13 17:46:11	philocalist.net	0	0	BLOCK	NWVGYD
2023-11-13 17:46:13	unseeingly.com	9728	9941	PASS	EFJVMA
2023-11-13 17:46:16	enlivenments.net	0	0	BLOCK	LPKAYY
2023-11-13 17:46:23	twittle-twattle.com	0	0	BLOCK	OSHVNV
2023-11-13 17:46:30	dynamitist.net	0	0	BLOCK	HVLDBV
2023-11-13 17:46:32	keraunographic.org	20196	1715	PASS	ZZTMAL
2023-11-13 17:46:37	idiomorphically.com	0	0	BLOCK	YRTGAY
2023-11-13 17:46:43	Diantha.org	3248	7696	PASS	MPNSUB
2023-11-13 17:46:47	Admete.net	0	0	BLOCK	XUJQAK
2023-11-13 17:46:53	blew.com	0	0	BLOCK	BGGFIA
2023-11-13 17:47:00	dynamitist.net	14463	11631	PASS	EFHDPX
2023-11-13 17:47:06	privado.net	2440	1948	PASS	CELQBH
2023-11-13 17:47:07	enlivenments.net	0	0	BLOCK	MLAQZS
2023-11-13 17:47:13	unfuelled.org	18580	100	PASS	GEQBNJ
2023-11-13 17:47:16	dynamitist.net	0	0	BLOCK	DNHMYV
2023-11-13 17:47:19	idiomorphically.com	1631	6081	PASS	SNDHHH
2023-11-13 17:47:22	causeuses.com	0	0	BLOCK	CRXXFH
2023-11-13 17:47:25	dynamitist.net	15400	12746	PASS	MDFPDF
2023-11-13 17:47:30	jocuma.net	0	0	BLOCK	MYYMQX
2023-11-13 17:47:33	anarcotin.net	0	0	BLOCK	WFSFLI
2023-11-13 17:47:38	Admete.net	18434	6339	PASS	USYGOS
2023-11-13 17:47:44	bubbliness.net	0	0	BLOCK	GVWMPZ
2023-11-13 17:47:45	privado.net	0	0	BLOCK	LMLNGJ
2023-11-13 17:47:49	keraunographic.org	0	0	BLOCK	IQLMIV
2023-11-13 17:47:52	causeuses.com	0	0	BLOCK	PJTOKR
2023-11-13 17:47:58	privado.net	0	0	BLOCK	HHUZFT
2023-11-13 17:47:59	Norty.org	0	0	BLOCK	NTNMJS
2023-11-13 17:48:04	Loring.com	18494	13380	PASS	AGPPAB
2023-11-13 17:48:06	keraunographic.org	0	0	BLOCK	WEVYHL
2023-11-13 17:48:08	unseeingly.com	0	0	BLOCK	UTVOKO
2023-11-13 17:48:10	bubbliness.net	0	0	BLOCK	RTVQDR
2023-11-13 17:48:11	philocalist.net	0	0	BLOCK	KUQLSX
2023-11-13 17:48:16	keraunographic.org	0	0	BLOCK	BPAGNE
2023-11-13 17:48:20	idiomorphically.com	7501	10957	PASS	NKUSDO
2023-11-13 17:48:21	bubbliness.net	2079	4148	PASS	RBCHMJ
2023-11-13 17:48:28	bubbliness.net	13982	13202	PASS	GBQVVU
2023-11-13 17:48:35	blew.com	0	0	BLOCK	PFLLTV
2023-11-13 17:48:42	Norty.org	0	0	BLOCK	MIARSD
2023-11-13 17:48:47	obfuscator.net	0	0	BLOCK	FQXQJX
2023-11-13 17:48:50	dynamitist.net	19869	6591	PASS	OQDQWT
2023-11-13 17:48:51	bubbliness.net	11051	11963	PASS	FDJRZJ
2023-11-13 17:48:53	jocuma.net	18373	9178	PASS	HXHKOJ
2023-11-13 17:49:00	jocuma.net	3574	1561	PASS	RUYNTT
2023-11-13 17:49:01	privado.net	4322	268	PASS	UQIZBL
2023-11-13 17:49:08	causeuses.com	8060	3682	PASS	FRSFJQ
2023-11-13 17:49:10	Loring.com	0	0	BLOCK	PYLYEB
2023-11-13 17:49:13	anarcotin.net	12237	2766	PASS	NLRAHL
2023-11-13 17:49:17	enlivenments.net	0	0	BLOCK	ZOPFJS
2023-11-13 17:49:24	cooperated.org	0	0	BLOCK	EFEGZC
2023-11-13 17:49:31	Loring.com	19061	10724	PASS	XZUHVL
2023-11-13 17:49:34	obfuscator.net	19404	2983	PASS	WDIZZT
2023-11-13 17:49:40	jocuma.net	10183	9054	PASS	PERZGA
2023-11-13 17:49:47	Norty.org	0	0	BLOCK	DOGMON
2023-11-13 17:49:53	privado.net	1803	6521	PASS	SDUJQH
2023-11-13 17:49:56	causeuses.com	0	0	BLOCK	SIGGFI
2023-11-13 17:49:57	obfuscator.net	0	0	BLOCK	PDWEFH
2023-11-13 17:49:58	Norty.org	0	0	BLOCK	TLJDNJ
2023-11-13 17:50:00	keraunographic.org	15073	4168	PASS	BUITZG
2023-11-13 17:50:07	privado.net	22799	684	PASS	IHDNLX
2023-11-13 17:50:10	unfuelled.org	0	0	BLOCK	VBCKUV
2023-11-13 17:50:11	Diantha.org	2456	8964	PASS	ISCZUJ
2023-11-13 17:50:15	privado.net	0	0	BLOCK	QIFIYE
2023-11-13 17:50:17	anarcotin.net	12830	8048	PASS	XFBTKL
2023-11-13 17:50:23	Diantha.org	11584	10203	PASS	JQJCQB
2023-11-13 17:50:24	jocuma.net	0	0	BLOCK	OHJWJP
2023-11-13 17:50:28	unseeingly.com	0	0	BLOCK	FQCYWC
2023-11-13 17:50:31	Loring.com	0	0	BLOCK	WBNKZA
2023-11-13 17:50:36	enlivenments.net	3298	3935	PASS	SWWWYK
2023-11-13 17:50:38	jocuma.net	22988	3092	PASS	NPQMZG
2023-11-13 17:50:39	blew.com	0	0	BLOCK	NXLOVT
2023-11-13 17:50:42	Norty.org	0	0	BLOCK	ERWCQA
2023-11-13 17:50:47	anarcotin.net	9873	12324	PASS	QNWOZR
2023-11-13 17:50:54	causeuses.com	0	0	BLOCK	DMTXYC
2023-11-13 17:50:58	Admete.net	900	936	PASS	VEIDTR
2023-11-13 17:51:03	twittle-twattle.com	0	0	BLOCK	LOSAON
2023-11-13 17:51:09	Admete.net	0	0	BLOCK	OAPEDU
2023-11-13 17:51:13	unseeingly.com	0	0	BLOCK	PWBSSM
2023-11-13 17:51:16	obfuscator.net	0	0	BLOCK	GUEUGP
2023-11-13 17:51:22	privado.net	0	0	BLOCK	LUSEWB
2023-11-13 17:51:24	Admete.net	7581	8703	PASS	CCHTJY
2023-11-13 17:51:26	Diantha.org	0	0	BLOCK	JNIYVV
2023-11-13 17:51:32	philocalist.net	0	0	BLOCK	MQFSLT
2023-11-13 17:51:38	twittle-twattle.com	0	0	BLOCK	FTIBYT
2023-11-13 17:51:39	unseeingly.com	0	0	BLOCK	AGXXQK
2023-11-13 17:51:46	privado.net	13718	11543	PASS	VOQDXW
2023-11-13 17:51:52	causeuses.com	1101	6459	PASS	JMKQSZ
2023-11-13 17:51:55	Admete.net	14216	10680	PASS	GOXIRO
2023-11-13 17:51:58	Loring.com	0	0	BLOCK	EDFYUY
